#Annotated with Bakta (v1.7.0): https://github.com/oschwengers/bakta								
#Database (v5.0): https://doi.org/10.5281/zenodo.4247252								
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_5	cds	30339	31679	-	KK01_02700	der	Double Era-like domain GTPase Der	"COG:COG1160, COG:J, RefSeq:WP_019389073.1, SO:0001217, UniParc:UPI000305B954, UniRef:UniRef100_UPI000305B954, UniRef:UniRef50_V9HM75, UniRef:UniRef90_F5S6B4"
contig_5	cds	31785	32267	-	KK01_02705	lrp	"DNA-binding transcriptional regulator, Lrp family"	"COG:COG1522, COG:K, RefSeq:WP_032133631.1, SO:0001217, UniParc:UPI000421496D, UniRef:UniRef100_UPI000421496D, UniRef:UniRef50_V9H8S7, UniRef:UniRef90_F5S6B3"
contig_5	cds	32449	33633	+	KK01_02710	pilU	"Type IV pilus assembly protein, ATPase PilU"	"COG:COG5008, COG:NW, KEGG:K02670, SO:0001217, UniRef:UniRef50_A1K8L4, UniRef:UniRef90_F5S6B2"
contig_5	cds	33751	34503	+	KK01_02715	tauE	"Sulfite exporter TauE/SafE/YfcA and related permeases, UPF0721 family"	"COG:COG0730, COG:P, RefSeq:WP_019389076.1, SO:0001217, UniParc:UPI0002FC869D, UniRef:UniRef100_F5S6B1, UniRef:UniRef50_A0A448VP63, UniRef:UniRef90_F5S6B1"
contig_5	cds	34518	35048	+	KK01_02720	creA	Periplasmic catabolite regulation protein CreA (function unknown)	"COG:COG3045, COG:T, KEGG:K05805, RefSeq:WP_019389077.1, SO:0001217, UniParc:UPI00031EDE60, UniRef:UniRef100_UPI00031EDE60, UniRef:UniRef50_A0A1F1SEV8, UniRef:UniRef90_F5S6B0"
contig_5	cds	35058	35453	+	KK01_02725	hisI	phosphoribosyl-AMP cyclohydrolase	"RefSeq:WP_003790152.1, SO:0001217, UniParc:UPI00025845C8, UniRef:UniRef100_UPI00025845C8, UniRef:UniRef50_Q0K694, UniRef:UniRef90_UPI00025845C8"
contig_5	cds	35481	35810	+	KK01_02730	hisE	phosphoribosyl-ATP diphosphatase	"COG:COG0140, COG:E, RefSeq:WP_019389078.1, SO:0001217, UniParc:UPI000304619A, UniRef:UniRef100_UPI000304619A, UniRef:UniRef50_Q0AET9, UniRef:UniRef90_F5S6A8"
contig_5	cds	35882	36202	+	KK01_02735	hinT	"Purine nucleoside phosphoramidase/Ap4A hydrolase, histidine triade (HIT) family"	"COG:COG0537, COG:FR, RefSeq:WP_019389079.1, SO:0001217, UniParc:UPI00030B44F5, UniRef:UniRef100_UPI00030B44F5, UniRef:UniRef50_F0XVU5, UniRef:UniRef90_F5S6A7"
contig_5	cds	36254	36457	+	KK01_02740	tatA	Sec-independent protein translocase subunit TatA	"COG:COG1826, COG:U, RefSeq:WP_003786162.1, SO:0001217, UniParc:UPI00020C69A3, UniRef:UniRef100_F5S6A6, UniRef:UniRef50_Q5FA49, UniRef:UniRef90_F5S6A6"
contig_5	cds	36459	36965	+	KK01_02745	tatB	Sec-independent protein translocase protein TatB	"COG:COG1826, COG:U, KEGG:K03117, RefSeq:WP_032133635.1, SO:0001217, UniParc:UPI000416CEB9, UniRef:UniRef100_UPI000416CEB9, UniRef:UniRef50_F5S6A5, UniRef:UniRef90_F5S6A5"
contig_5	cds	36962	37726	+	KK01_02750	tatC	twin-arginine translocase subunit TatC	"COG:COG0805, COG:U, KEGG:K03118, RefSeq:WP_003786159.1, SO:0001217, UniParc:UPI00020C69A1, UniRef:UniRef100_F5S6A4, UniRef:UniRef50_A0A3D0LSD9, UniRef:UniRef90_F5S6A4"
contig_5	cds	37764	40139	-	KK01_02755	rnr	ribonuclease R	"COG:COG0557, COG:K, EC:3.1.13.1, KEGG:K12573, RefSeq:WP_019389081.1, SO:0001217, UniParc:UPI0003195CB3, UniRef:UniRef100_UPI0003195CB3, UniRef:UniRef50_A0A0C1GNW4, UniRef:UniRef90_A0A238TEX4"
contig_5	tRNA	40223	40309	+	KK01_02760	trnL	tRNA-Leu(cag)	SO:0000264
contig_5	cds	40835	41089	+	KK01_02765		Inner membrane protein	"SO:0001217, UniRef:UniRef50_F5S6A0, UniRef:UniRef90_F5S6A0"
contig_5	cds	41068	41319	+	KK01_02770		Transposase	"RefSeq:WP_026036209.1, SO:0001217, UniParc:UPI0002F30098, UniRef:UniRef100_UPI0002F30098, UniRef:UniRef50_F5S699, UniRef:UniRef90_F5S699"
contig_5	cds	41577	43493	+	KK01_02775		TonB-dep-Rec domain-containing protein	"RefSeq:WP_019389083.1, SO:0001217, UniParc:UPI000306D67C, UniRef:UniRef100_UPI000306D67C, UniRef:UniRef50_F5S697, UniRef:UniRef90_F5S697"
contig_5	cds	43530	44504	+	KK01_02780	tauA	"ABC-type nitrate/sulfonate/bicarbonate transport system, periplasmic component"	"COG:COG0715, COG:P, RefSeq:WP_019389084.1, SO:0001217, UniParc:UPI0002D8F5D5, UniRef:UniRef100_UPI0002D8F5D5, UniRef:UniRef50_E1W3M8, UniRef:UniRef90_F5S696"
contig_5	cds	44582	45379	+	KK01_02785	tauC	"ABC-type nitrate/sulfonate/bicarbonate transport system, permease component"	"COG:COG0600, COG:P, RefSeq:WP_019389085.1, SO:0001217, UniParc:UPI0002F509BB, UniRef:UniRef100_UPI0002F509BB, UniRef:UniRef50_E1W3M7, UniRef:UniRef90_F5S695"
contig_5	cds	45380	46072	+	KK01_02790	tauB	"ABC-type nitrate/sulfonate/bicarbonate transport system, ATPase component"	"COG:COG1116, COG:P, RefSeq:WP_019389086.1, SO:0001217, UniParc:UPI00031F090B, UniRef:UniRef100_UPI00031F090B, UniRef:UniRef50_A0A377QXG3, UniRef:UniRef90_F5S694"
contig_5	cds	46065	47186	+	KK01_02795	nnrS	Nitric oxide response protein NnrS	"COG:COG3213, COG:T, KEGG:K07234, RefSeq:WP_019389087.1, SO:0001217, UniParc:UPI0003180646, UniRef:UniRef100_UPI0003180646, UniRef:UniRef50_E1W3M5, UniRef:UniRef90_F5S693"
contig_5	cds	47220	47999	-	KK01_02800	fpr	Flavodoxin/ferredoxin--NADP reductase	"COG:C, COG:COG1018, RefSeq:WP_019389088.1, SO:0001217, UniParc:UPI0002D5A61E, UniRef:UniRef100_UPI0002D5A61E, UniRef:UniRef50_X5EQX8, UniRef:UniRef90_F5S692"
contig_5	cds	48078	48365	-	KK01_02805	yfaE	class I ribonucleotide reductase maintenance protein YfaE	"COG:C, COG:COG0633, KEGG:K11107, RefSeq:WP_003786137.1, SO:0001217, UniParc:UPI00020C6994, UniRef:UniRef100_F5S691, UniRef:UniRef50_A0A376BVZ3, UniRef:UniRef90_F5S691"
contig_5	cds	48362	48850	-	KK01_02810	nemA	NemA protein	"RefSeq:WP_019389089.1, SO:0001217, UniParc:UPI0003016AAC, UniRef:UniRef100_UPI0003016AAC, UniRef:UniRef50_F0EX61, UniRef:UniRef90_F5S690"
contig_5	cds	49122	50372	-	KK01_02815	proA	glutamate-5-semialdehyde dehydrogenase	"COG:COG0014, COG:E, RefSeq:WP_003786133.1, SO:0001217, UniParc:UPI00020C6991, UniRef:UniRef100_F5S688, UniRef:UniRef50_Q3SG61, UniRef:UniRef90_F5S688"
contig_5	cds	50455	51951	-	KK01_02820	herA	"Archaeal DNA helicase HerA or a related bacterial ATPase, contains HAS-barrel and ATPase domains"	"COG:COG0433, COG:L, RefSeq:WP_019389091.1, SO:0001217, UniParc:UPI00031A7773, UniRef:UniRef100_UPI00031A7773, UniRef:UniRef50_P39342, UniRef:UniRef90_F5S687"
contig_5	cds	52002	52349	-	KK01_02825		EF-hand domain-containing protein	"RefSeq:WP_003786130.1, SO:0001217, UniParc:UPI00020C698F, UniRef:UniRef100_F5S686, UniRef:UniRef50_F5S686, UniRef:UniRef90_F5S686"
contig_5	cds	52352	53716	-	KK01_02830	pmbA	metalloprotease PmbA	"COG:COG0312, COG:R, SO:0001217, UniRef:UniRef50_V7IDM2, UniRef:UniRef90_F5S685"
contig_5	cds	53825	54349	+	KK01_02835	yjgA	DUF615 domain-containing protein	"COG:COG3028, COG:J, KEGG:K09889, RefSeq:WP_019389093.1, SO:0001217, UniParc:UPI000312B611, UniRef:UniRef100_UPI000312B611, UniRef:UniRef50_Q9JZZ2, UniRef:UniRef90_F5S684"
contig_5	cds	54387	55217	+	KK01_02840	hisJ	"ABC-type amino acid transport/signal transduction system, periplasmic component/domain"	"COG:COG0834, COG:ET, RefSeq:WP_019389094.1, SO:0001217, UniParc:UPI0002E8705D, UniRef:UniRef100_UPI0002E8705D, UniRef:UniRef50_F5S683, UniRef:UniRef90_F5S683"
contig_5	cds	55331	56422	+	KK01_02845	mnmA	tRNA 2-thiouridine(34) synthase MnmA	"COG:COG0482, COG:J, RefSeq:WP_019389095.1, SO:0001217, UniParc:UPI000382B9B4, UniRef:UniRef100_UPI000382B9B4, UniRef:UniRef50_Q47AW0, UniRef:UniRef90_F5S682"
contig_5	cds	56440	58074	+	KK01_02850		Twin-arginine translocation pathway signal	"RefSeq:WP_019389096.1, SO:0001217, UniParc:UPI0002DACBE6, UniRef:UniRef100_UPI0002DACBE6, UniRef:UniRef50_A0A238TC82, UniRef:UniRef90_F5S681"
contig_5	cds	58127	58975	+	KK01_02855	wcaA	Glycosyltransferase involved in cell wall bisynthesis	"COG:COG0463, COG:M, RefSeq:WP_003786119.1, SO:0001217, UniParc:UPI00020C64C2, UniRef:UniRef100_F5S680, UniRef:UniRef50_F5S680, UniRef:UniRef90_F5S680"
contig_5	cds	59041	59766	-	KK01_02860	yqjQ	SDR family oxidoreductase	"COG:COG0300, COG:R, RefSeq:WP_019389098.1, SO:0001217, UniParc:UPI0002FF8884, UniRef:UniRef100_UPI0002FF8884, UniRef:UniRef50_A0A1A9RIZ3, UniRef:UniRef90_F5S679"
contig_5	cds	59796	61076	-	KK01_02865	hpnE	hydroxysqualene dehydroxylase HpnE	"COG:COG2907, COG:R, RefSeq:WP_019389099.1, SO:0001217, UniParc:UPI0002EADFDC, UniRef:UniRef100_UPI0002EADFDC, UniRef:UniRef50_A0A238TCJ1, UniRef:UniRef90_F5S678"
contig_5	cds	61073	61924	-	KK01_02870	hpnD	presqualene diphosphate synthase HpnD	"COG:COG1562, COG:I, RefSeq:WP_019389100.1, SO:0001217, UniParc:UPI000379EE9B, UniRef:UniRef100_UPI000379EE9B, UniRef:UniRef50_C0DWY6, UniRef:UniRef90_F5S677"
contig_5	cds	62177	62869	-	KK01_02875	gph	phosphoglycolate phosphatase	"COG:C, COG:COG0546, RefSeq:WP_003786112.1, SO:0001217, UniParc:UPI00020C64BE, UniRef:UniRef100_F5S676, UniRef:UniRef50_Q7NW10, UniRef:UniRef90_F5S676"
contig_5	cds	62866	63909	-	KK01_02880	yrpB	"NAD(P)H-dependent flavin oxidoreductase YrpB, nitropropane dioxygenase family"	"COG:COG2070, COG:R, SO:0001217, UniRef:UniRef50_F5S675, UniRef:UniRef90_F5S675"
contig_5	cds	63974	64924	-	KK01_02885	ttcA	tRNA 2-thiocytidine(32) synthetase TtcA	"COG:COG0037, COG:J, RefSeq:WP_003786110.1, SO:0001217, UniParc:UPI00020C64BC, UniRef:UniRef100_F5S674, UniRef:UniRef50_B2T6U6, UniRef:UniRef90_F5S674"
contig_5	cds	65119	65520	-	KK01_02890	cpxP	"Periplasmic chaperone Spy, Spy/CpxP family"	"COG:COG3678, COG:O, RefSeq:WP_019389101.1, SO:0001217, UniParc:UPI0002EDD17F, UniRef:UniRef100_UPI0002EDD17F, UniRef:UniRef50_F5S673, UniRef:UniRef90_F5S673"
contig_5	cds	65596	66270	+	KK01_02895	rpe	ribulose-phosphate 3-epimerase	"COG:COG0036, COG:G, EC:5.1.3.1, KEGG:K01783, RefSeq:WP_003786108.1, SO:0001217, UniParc:UPI00020C64BA, UniRef:UniRef100_F5S672, UniRef:UniRef50_C0DTF0, UniRef:UniRef90_F5S672"
contig_5	cds	66311	67057	+	KK01_02900	rlmB	23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB	"COG:COG0566, COG:J, RefSeq:WP_019389102.1, SO:0001217, UniParc:UPI00030AF77E, UniRef:UniRef100_UPI00030AF77E, UniRef:UniRef50_Q9KNY2, UniRef:UniRef90_F5S671"
contig_5	cds	67121	67360	+	KK01_02905	fis	Fis family transcriptional regulator	"COG:COG2901, COG:K, RefSeq:WP_003786106.1, SO:0001217, UniParc:UPI00020C64B8, UniRef:UniRef100_F5S670, UniRef:UniRef50_P64130, UniRef:UniRef90_F5S670"
contig_5	cds	67447	68169	+	KK01_02910		DNA topoisomerase	"SO:0001217, UniRef:UniRef50_F5S669, UniRef:UniRef90_F5S669"
contig_5	cds	68219	69796	+	KK01_02915	purH	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	"COG:COG0138, COG:F, EC:2.1.2.3, EC:3.5.4.10, KEGG:K00602, RefSeq:WP_019389104.1, SO:0001217, UniParc:UPI0002D722FF, UniRef:UniRef100_UPI0002D722FF, UniRef:UniRef50_Q9JZM7, UniRef:UniRef90_V9H8K9"
contig_5	cds	70041	71069	+	KK01_02920		Lipoprot-C domain-containing protein	"SO:0001217, UniRef:UniRef50_F5S667, UniRef:UniRef90_F5S667"
contig_5	cds	71370	72821	+	KK01_02925		Outer membrane protein	"RefSeq:WP_019389107.1, SO:0001217, UniParc:UPI0003061D34, UniRef:UniRef100_UPI0003061D34, UniRef:UniRef50_F5S666, UniRef:UniRef90_F5S666"
contig_5	cds	72924	75617	+	KK01_02930	glnE	bifunctional [glutamate--ammonia ligase]-adenylyl-L-tyrosine phosphorylase/[glutamate--ammonia-ligase] adenylyltransferase	"COG:COG1391, COG:O, EC:2.7.7.42, EC:2.7.7.89, KEGG:K00982, SO:0001217, UniRef:UniRef50_Q9K1D5, UniRef:UniRef90_F5S665"
contig_5	cds	76021	76872	+	KK01_02935		"Uncharacterized protein, contains GH25 family domain"	"COG:COG5266, COG:R, SO:0001217, UniRef:UniRef50_X2JW66, UniRef:UniRef90_F5S664"
contig_5	cds	76966	78306	-	KK01_02940	nCS2	"Xanthine/guanine/uracil/vitamin C permease GhxP/GhxQ, nucleobase:cation symporter 2 ( NCS2) family"	"COG:COG2252, COG:F, RefSeq:WP_038315959.1, SO:0001217, UniParc:UPI0004144AA5, UniRef:UniRef100_UPI0004144AA5, UniRef:UniRef50_V9H7J3, UniRef:UniRef90_F5S663"
contig_5	cds	78525	79190	+	KK01_02945	dsbD	"Uncharacterized membrane protein, DsbD domain"	"COG:COG2836, COG:S, RefSeq:WP_019389111.1, SO:0001217, UniParc:UPI0002DCEC06, UniRef:UniRef100_UPI0002DCEC06, UniRef:UniRef50_C0DTY4, UniRef:UniRef90_F5S661"
contig_5	cds	79239	81890	+	KK01_02950	pepN	aminopeptidase N	"COG:COG0308, COG:E, RefSeq:WP_019389112.1, SO:0001217, UniParc:UPI0002E5844E, UniRef:UniRef100_UPI0002E5844E, UniRef:UniRef50_A0A286EIS0, UniRef:UniRef90_F5S660"
contig_5	cds	82004	83914	+	KK01_02955	abc-f	ABC-F type ribosomal protection protein	"COG:COG0488, COG:R, RefSeq:WP_019389113.1, SO:0001217, UniParc:UPI0001829D1D, UniRef:UniRef100_B6SE65, UniRef:UniRef50_A0A0N0XN01, UniRef:UniRef90_A0A1W1U8E0"
contig_5	cds	84251	88330	+	KK01_02960	pilC1	PilC1	"RefSeq:WP_019389114.1, SO:0001217, UniParc:UPI0002EF3340, UniRef:UniRef100_B6SE66, UniRef:UniRef50_B6SE66, UniRef:UniRef90_B6SE66"
contig_6	cds	439	1326	-	KK01_02965	nnr2	"NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate dehydratase domain"	"COG:COG0063, COG:F, RefSeq:WP_003785943.1, SO:0001217, UniParc:UPI00020C6D82, UniRef:UniRef100_F5S5W4, UniRef:UniRef50_F0F2R7, UniRef:UniRef90_F5S5W4"
contig_6	cds	1476	2237	+	KK01_02970	plsC	1-acyl-sn-glycerol-3-phosphate acyltransferase	"COG:COG0204, COG:I, RefSeq:WP_019389188.1, SO:0001217, UniParc:UPI0002D702F5, UniRef:UniRef100_UPI0002D702F5, UniRef:UniRef50_A0A238HIU7, UniRef:UniRef90_F5S5W5"
contig_6	cds	2455	3228	+	KK01_02975	xth	exodeoxyribonuclease III	"COG:COG0708, COG:L, RefSeq:WP_019389187.1, SO:0001217, UniParc:UPI000300340C, UniRef:UniRef100_UPI000300340C, UniRef:UniRef50_D4DPK4, UniRef:UniRef90_F5S5W6"
contig_6	cds	3246	3749	+	KK01_02980		Serine hydrolase family protein	"RefSeq:WP_019389186.1, SO:0001217, UniParc:UPI0002FCAB4F, UniRef:UniRef100_UPI0002FCAB4F, UniRef:UniRef50_F5S5W7, UniRef:UniRef90_F5S5W7"
contig_6	cds	3763	4485	-	KK01_02985	rsmE	16S rRNA (uracil(1498)-N(3))-methyltransferase	"COG:COG1385, COG:J, EC:2.1.1.193, KEGG:K09761, RefSeq:WP_019389185.1, SO:0001217, UniParc:UPI0002ED8953, UniRef:UniRef100_UPI0002ED8953, UniRef:UniRef50_G4CTT9, UniRef:UniRef90_F5S5W8"
contig_6	cds	4542	5336	+	KK01_02990	suhB	"Archaeal fructose-1,6-bisphosphatase or related enzyme, inositol monophosphatase family"	"COG:COG0483, COG:G, EC:3.1.3.25, KEGG:K01092, RefSeq:WP_003785948.1, SO:0001217, UniParc:UPI00020C6D87, UniRef:UniRef100_F5S5W9, UniRef:UniRef50_Q7P148, UniRef:UniRef90_F5S5W9"
contig_6	cds	5402	5827	+	KK01_02995	queD	6-carboxytetrahydropterin synthase QueD	"COG:COG0720, COG:H, EC:4.1.2.50, EC:4.2.3.12, KEGG:K01737, RefSeq:WP_003785949.1, SO:0001217, UniParc:UPI00020C6D88, UniRef:UniRef100_F5S5X0, UniRef:UniRef50_B8F6L4, UniRef:UniRef90_F5S5X0"
contig_6	cds	5824	6444	+	KK01_03000	queE	Organic radical activating enzyme NrdG/QueE	"COG:COG0602, COG:H, EC:4.3.99.3, KEGG:K10026, RefSeq:WP_019389184.1, SO:0001217, UniParc:UPI0002D2F20F, UniRef:UniRef100_UPI0002D2F20F, UniRef:UniRef50_F5S5X1, UniRef:UniRef90_F5S5X1"
contig_6	cds	6674	7747	+	KK01_03005	tsaD	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD	"COG:COG0533, COG:J, EC:2.3.1.234, KEGG:K25706, RefSeq:WP_019389183.1, SO:0001217, UniParc:UPI0002F87333, UniRef:UniRef100_UPI0002F87333, UniRef:UniRef50_A2SFL8, UniRef:UniRef90_F5S5X2"
contig_6	cds	7831	8007	+	KK01_03010		hypothetical protein	
contig_6	cds	8031	9338	+	KK01_03015	gltP	Na+/H+-dicarboxylate symporter	"COG:C, COG:COG1301, KEGG:K11103, RefSeq:WP_019389181.1, SO:0001217, UniParc:UPI000307CCBE, UniRef:UniRef100_UPI000307CCBE, UniRef:UniRef50_A1BBD2, UniRef:UniRef90_F5S5X4"
contig_6	cds	9418	10611	-	KK01_03020	dacC	D-alanyl-D-alanine carboxypeptidase	"COG:COG1686, COG:M, RefSeq:WP_019389180.1, SO:0001217, UniParc:UPI00036CBAF7, UniRef:UniRef100_UPI00036CBAF7, UniRef:UniRef50_A0A5Q3S115, UniRef:UniRef90_F5S5X5"
contig_6	cds	10791	12326	+	KK01_03025	ilvA	"threonine ammonia-lyase, biosynthetic"	"COG:COG1171, COG:E, RefSeq:WP_026036219.1, SO:0001217, UniParc:UPI000313EF50, UniRef:UniRef100_UPI000313EF50, UniRef:UniRef50_P53607, UniRef:UniRef90_F5S5X6"
contig_6	cds	12424	12858	+	KK01_03030	ndk	nucleoside-diphosphate kinase	"COG:COG0105, COG:F, RefSeq:WP_019389178.1, SO:0001217, UniParc:UPI0002DCE8E6, UniRef:UniRef100_UPI0002DCE8E6, UniRef:UniRef50_A5F3F7, UniRef:UniRef90_F5S5X7"
contig_6	cds	13016	14110	+	KK01_03035	rlmN	23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN	"COG:COG0820, COG:J, EC:2.1.1.192, KEGG:K06941, RefSeq:WP_019389177.1, SO:0001217, UniParc:UPI0003190073, UniRef:UniRef100_UPI0003190073, UniRef:UniRef50_Q7NS85, UniRef:UniRef90_C4GFD6"
contig_6	cds	14107	14907	+	KK01_03040	pilW	type IV pilus biogenesis/stability protein PilW	"COG:COG3063, COG:NW, RefSeq:WP_003785960.1, SO:0001217, UniParc:UPI00020C5A2F, UniRef:UniRef100_F5S5X9, UniRef:UniRef50_V9HBB4, UniRef:UniRef90_F5S5X9"
contig_6	cds	14907	15773	+	KK01_03045	rodZ	DUF4115 domain-containing protein	"COG:COG1426, COG:D, KEGG:K15539, RefSeq:WP_019389176.1, SO:0001217, UniParc:UPI00030CD9A9, UniRef:UniRef100_UPI00030CD9A9, UniRef:UniRef50_F5S5Y0, UniRef:UniRef90_F5S5Y0"
contig_6	cds	15845	17110	+	KK01_03050	ispG	flavodoxin-dependent (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase	"COG:COG0821, COG:I, RefSeq:WP_019389175.1, SO:0001217, UniParc:UPI0003711310, UniRef:UniRef100_UPI0003711310, UniRef:UniRef50_Q72H18, UniRef:UniRef90_A0A3P2A676"
contig_6	cds	17145	17282	+	KK01_03055		hypothetical protein	
contig_6	cds	17287	17415	+	KK01_03060		hypothetical protein	
contig_6	cds	17480	18397	-	KK01_03065	rluA	"Pseudouridine synthase RluA, 23S rRNA- or tRNA-specific"	"COG:COG0564, COG:J, RefSeq:WP_019389174.1, SO:0001217, UniParc:UPI0002D928D9, UniRef:UniRef100_UPI0002D928D9, UniRef:UniRef50_A1KTA8, UniRef:UniRef90_F5S5Y3"
contig_6	cds	18868	19104	-	KK01_03070		Porin	"RefSeq:WP_019389172.1, SO:0001217, UniParc:UPI0002FF7ABC, UniRef:UniRef100_UPI0002FF7ABC, UniRef:UniRef50_F5S5Y5, UniRef:UniRef90_F5S5Y5"
contig_6	cds	19134	23021	-	KK01_03075	purL	phosphoribosylformylglycinamidine synthase	"COG:COG0047, COG:F, RefSeq:WP_019389171.1, SO:0001217, UniParc:UPI0002E8DEAD, UniRef:UniRef100_UPI0002E8DEAD, UniRef:UniRef50_Q9PDF6, UniRef:UniRef90_V9HLX5"
contig_6	cds	23159	23950	+	KK01_03080	panB	3-methyl-2-oxobutanoate hydroxymethyltransferase	"COG:COG0413, COG:H, RefSeq:WP_019389170.1, SO:0001217, UniParc:UPI0002DA054F, UniRef:UniRef100_UPI0002DA054F, UniRef:UniRef50_Q9JZW6, UniRef:UniRef90_F5S5Y7"
contig_6	cds	24005	25246	-	KK01_03085	cca	multifunctional CCA addition/repair protein	"COG:COG0617, COG:J, RefSeq:WP_019389169.1, SO:0001217, UniParc:UPI0002ECFE1D, UniRef:UniRef100_UPI0002ECFE1D, UniRef:UniRef50_Q82U82, UniRef:UniRef90_F5S5Y8"
contig_6	cds	25446	26687	-	KK01_03090	amiC	N-acetylmuramoyl-L-alanine amidase	"COG:COG0860, COG:M, EC:3.5.1.28, KEGG:K01448, RefSeq:WP_019389168.1, SO:0001217, UniParc:UPI00031383E8, UniRef:UniRef100_UPI00031383E8, UniRef:UniRef50_F5S5Y9, UniRef:UniRef90_F5S5Y9"
contig_6	cds	26675	27130	-	KK01_03095	tsaE	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE	"COG:COG0802, COG:J, RefSeq:WP_003785972.1, SO:0001217, UniParc:UPI00020C5A3A, UniRef:UniRef100_F5S5Z0, UniRef:UniRef50_F5S5Z0, UniRef:UniRef90_F5S5Z0"
contig_6	cds	27214	28074	-	KK01_03100	purC	phosphoribosylaminoimidazolesuccinocarboxamide synthase	"COG:COG0152, COG:F, RefSeq:WP_019389167.1, SO:0001217, UniParc:UPI00031FCFA0, UniRef:UniRef100_UPI00031FCFA0, UniRef:UniRef50_Q222U2, UniRef:UniRef90_F5S5Z1"
contig_6	cds	28197	30221	-	KK01_03105	yebA	"Transglutaminase-like enzyme, putative cysteine protease"	"COG:COG1305, COG:O, SO:0001217, UniRef:UniRef50_A0A376BVJ5, UniRef:UniRef90_UPI001E473B72"
contig_6	cds	30273	30767	-	KK01_03110	ilvN	acetolactate synthase small subunit	"COG:COG0440, COG:E, EC:2.2.1.6, KEGG:K01653, SO:0001217, UniParc:UPI00020C5A3D, UniRef:UniRef100_F5S5Z3, UniRef:UniRef50_Q82UZ2, UniRef:UniRef90_F5S5Z3"
contig_6	cds	30764	32548	-	KK01_03115	ilvB	biosynthetic-type acetolactate synthase large subunit	"COG:COG0028, COG:EH, EC:2.2.1.6, KEGG:K01652, RefSeq:WP_019389165.1, SO:0001217, UniParc:UPI0002E10A55, UniRef:UniRef100_UPI0002E10A55, UniRef:UniRef50_P45261, UniRef:UniRef90_F5S5Z4"
contig_6	cds	32910	33380	+	KK01_03120	pilE	Type IV pilus assembly protein PilE	"COG:COG4968, COG:NW, KEGG:K02655, RefSeq:WP_019389164.1, SO:0001217, UniParc:UPI00031EAE9A, UniRef:UniRef100_UPI00031EAE9A, UniRef:UniRef50_F5S5Z6, UniRef:UniRef90_F5S5Z6"
contig_6	cds	33468	34571	-	KK01_03125	caiA	Acyl-CoA dehydrogenase related to the alkylation response protein AidB	"COG:COG1960, COG:I, RefSeq:WP_019389163.1, SO:0001217, UniParc:UPI00037B073D, UniRef:UniRef100_UPI00037B073D, UniRef:UniRef50_V9HM53, UniRef:UniRef90_F5S5Z7"
contig_6	cds	34689	35888	-	KK01_03130	hisC	histidinol-phosphate transaminase	"COG:COG0079, COG:E, EC:2.6.1.9, KEGG:K00817, RefSeq:WP_019389162.1, SO:0001217, UniParc:UPI0002D6521C, UniRef:UniRef100_UPI0002D6521C, UniRef:UniRef50_F5S5Z8, UniRef:UniRef90_F5S5Z8"
contig_6	cds	36037	36984	+	KK01_03135	thrB	homoserine kinase	"COG:COG2334, COG:T, EC:2.7.1.39, KEGG:K02204, RefSeq:WP_019389161.1, SO:0001217, UniParc:UPI0002E52C19, UniRef:UniRef100_UPI0002E52C19, UniRef:UniRef50_Q9JWE5, UniRef:UniRef90_F5S5Z9"
contig_6	cds	37208	38002	+	KK01_03140	ssuB	Aliphatic sulfonates ABC superfamily ATP binding cassette transporter SsuB	"RefSeq:WP_019389160.1, SO:0001217, UniParc:UPI0002DA63D8, UniRef:UniRef100_UPI0002DA63D8, UniRef:UniRef50_A0A448T787, UniRef:UniRef90_F5S601"
contig_6	cds	38085	39251	+	KK01_03145		Twin-arginine translocation signal domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A448D9U8, UniRef:UniRef90_F5S602"
contig_6	cds	39370	40041	+	KK01_03150	tauC	"ABC-type nitrate/sulfonate/bicarbonate transport system, permease component"	"COG:COG0600, COG:P, RefSeq:WP_230470915.1, SO:0001217, UniParc:UPI001E5F1956, UniRef:UniRef100_UPI001E5F1956, UniRef:UniRef50_A0A840Y1S4, UniRef:UniRef90_F5S605"
contig_6	cds	40184	40816	+	KK01_03155	rsmG	16S rRNA (guanine(527)-N(7))-methyltransferase RsmG	"COG:COG0357, COG:J, RefSeq:WP_003790015.1, SO:0001217, UniParc:UPI0002585057, UniRef:UniRef100_UPI0002585057, UniRef:UniRef50_G4CN59, UniRef:UniRef90_F0EW71"
contig_6	cds	40819	41580	+	KK01_03160	parA	ParA-like ATPase involved in chromosome/plasmid partitioning or cellulose biosynthesis protein BcsQ	"COG:COG1192, COG:DN, KEGG:K03496, SO:0001217, UniRef:UniRef50_A0A853SX10, UniRef:UniRef90_F5S607"
